question,label
¿Cuáles son las categorías e importes a pagar?,referencia
¿Dónde podrá consultar el monotributista si tiene inconsistencias?,referencia
¿Dónde se podrán consultar los motivos de la recategorización de oficio por controles sistémicos y la liquidación de los montos correspondientes a la nueva categoría?,referencia
¿Qué documentación se deberá exhibir en los locales?,referencia
¿Qué comprobantes debe emitir un monotributista?,referencia
¿Qué letra deben contener las facturas de exportación?,referencia
¿Qué comprobantes deben contener el Código de Barras?,referencia
¿Qué letra deben contener los remitos?,referencia
¿Cuáles son los comprobantes alcanzados a la obligación de emisión electrónica?,referencia
De encontrarse adherido al régimen de inclusión social y promoción del trabajo independiente ¿Qué tipo de factura debe emitir?,referencia
"¿Qué tipo de factura deben de emitir los monotributistas inscriptos baja la condición ""efector social""?",referencia
¿Por qué puedo quedar excluido del Monotributo?,razon
¿Cuáles son las causales de exclusión del Monotributo?,razon
¿Con qué motivos me pueden dejar fuera del Monotributo?,razon
¿Cuándo puedo llegar a quedar excluido?,razon
¿En qué casos puedo quedar excluido del monotributo?,razon
¿Qué conceptos del Monotributo son obligatorios?,razon
¿Cuáles son los conceptos exceptuados de pagar en el Monotributo?,razon
¿En qué casos no debo pagar todos los conceptos del Monotributo?,razon
¿Cuáles son las excepciones para el pago de previsionales?,razon
¿Cuándo debo considerar el parámetro de energía eléctrica?,razon
"¿En qué caso no debo considerar declarar la ""energía eléctrica""?",razon
¿Qué actividades no consideran el parámetro de la energía electrica?,razon
¿Cuándo tengo que tener en cuenta el parámetro de la electricidad?,razon
¿Cuándo debo considerar el parámetro de superficie?,razon
"¿En qué caso no se considera la ""superficie afectada""?",razon
¿Qué actividades no consideran el parámetro de la superficie afectada?,razon
¿Cuándo hay que tener en cuenta la superficie afectada?,razon
¿En qué casos no es obligatorio constituir domicilio fiscal electrónico?,razon
¿Cuándo puedo exceptuarme del domicilio fiscal electrónico siendo monotributista?,razon
¿Quienes no necesitan constituir el domicilio fiscal electrónico?,razon
¿Para qué uso el código único de revista?,razon
¿Para qué sirve el CUR?,razon
¿En qué casos se modifica la credencial de pago?,razon
¿Qué datos del Monotributo generan la credencial de pago?,razon
¿Cuándo se debe sustituir la credencial de pago?,razon
¿Qué datos pueden llevar a tener que sustituir la credencial de pago?,razon
¿En qué casos considera AFIP que cambié mi actividad?,razon
¿Cuándo estoy obligado a recategorizarme?,razon
¿Cuáles son las excepciones a la recategorización?,razon
¿En qué situaciones los monotributistas no deben recategorizarse?,razon
¿En qué casos los monotributistas se encuentran exceptuados de recategorizarse?,razon
¿Qué deben cumplir los monotributistas para no efectuar la recategorización?,razon
¿En qué situaciones los monotributistas están exceptuados de recategorizarse?,razon
¿En qué casos los monotributistas no están obligados a realizar la recategorización?,razon
¿Cuándo me puede recategorizar AFIP?,razon
¿Qué se debe cumplir para proceder a la recategorización de oficio?,razon
¿En qué casos se continuará con la recategorización de oficio?,razon
¿Qué se debe cumplir para continuar con la recategorización de oficio?,razon
¿Qué debe suceder para proceder a la recategorización de oficio?,razon
¿Qué debe suceder para continuar a la recategorización de oficio?,razon
¿Qué caracterísiticas deben tener las personas para ser monotributistas?,razon
¿Qué  caratacterísticas se debe tener  para ser monotributistas?,razon
¿Qué personas pueden ser monotributistas?,razon
¿Qué  cualidades se debe tener  para ser monotributistas?,razon
¿Qué  ciudadanos pueden ser monotributistas?,razon
¿Qué  caratacterísticas deben cumplir los constribuyentes  para ser monotributistas?,razon
¿Qué requisitos debe cumplir una persona para darse de alta en el Monotributo?,razon
¿Cuáles son las condiciones para inscribirse en el monotributo?,razon
¿Qué requisitos se deden cumplir para poder inscribirse en el Régimen de Monotributo?,razon
¿Cuáles son los requerimientos necesarios para poder inscribirse en el Régimen de Monotributo?,razon
¿Qué se necesita para poder inscribirse en el Régimen de Monotributo?,razon
¿Cuáles son las actividades que no puedo realizar si quiero ser Monotributista?,razon
¿Hay actividades que están excluidas del Monotributo?,razon
¿Puedo realizar cualquier actividad siendo Monotributista?,razon
¿Cuáles actividades se encuentran excluidas del monotributo?,razon
¿Cuáles actividades no forman parte del monotributo?,razon
¿Qué actividades se encuentran exceptuadas del monotributo?,razon
¿Qué ocupaciones se encuentran exceptuadas del monotributo?,razon
¿En qué casos se puede realizar exportaciones siendo monotributista?,razon
¿Cuáles son las condiciones que debo cumplir para ser Monotributista en caso de ser propietario de una industria?,razon
¿Cuándo me corresponde hacer la declaración jurada del impuesto a las ganancias?,razon
¿En qué casos siendo monotributista debo presentar la declaración jurada del impuesto a las ganancias?,razon
¿Cuándo debo presentar la declaración jurada del impuesto a ganancias?,razon
¿En qué casos puedo pagar en efectivo?,razon
¿Cuando se puede pagar en efectivo?,razon
¿En qué casos estoy exceptuado de cumplir con las obligaciones de modo electrónico?,razon
¿En qué casos me reintegran el componente impositivo?,razon
¿Qué requisitos debo cumplir para que me reitegren el componente impositivo?,razon
¿En qué casos puedo hacer facturas manuales?,razon
¿Cuándo puedo hacer facturas electrónicas?,razon
¿En qué casos estoy obligado a emitir comprobante manual?,razon
¿Quiénes son los sujetos exceptuados de hacer facturas?,razon
¿Quienes pueden abstenerse de emitir comprobantes de forma electrónica?,razon
¿Quienes pueden no emitir comprobantes electrónicos?,razon
¿Qué personas se exceptúan de emitir comprobantes electrónicos?,razon
¿Cuáles son las excepciones de la emisión de comprobantes electrónicos?,razon
¿Qué operaciones no requieren la emisión de comprobante electrónico?,razon
¿Qué operaciones están excluídas del comprobante electrónico?,razon
¿Cuáles operaciones no están obligadas a la emisión de comprobante electrónico?,razon
¿En qué situaciones se producirá la exclusión del Monotributo?,razon
¿En qué casos se produce la baja automática en el Monotributo?,razon
¿Quiénes se encuentran exceptuados de ingresar las cotizaciones previsionales fijas?,razon
"¿En qué casos no se tendrá en cuenta el parámetro ""energía eléctrica""?",razon
"¿En qué casos no se tendrá en cuenta el parámetro ""superficie afectada""?",razon
¿Quiénes se encuentra exceptuados de constituir el domicilio fiscal electrónico?,razon
¿Cuáles son las modificaciones de datos que implican una sustitución de la credencial para el pago?,razon
¿En qué casos los monotributistas no se encuentran obligados a realizar la recategorización?,razon
¿En qué casos procederá la recategorización de oficio?,razon
¿Quiénes pueden ser monotributistas?,razon
¿Cuáles son los requisitos para poder inscribirse en el Régimen de Monotributo?,razon
¿Qué actividades se encuentran excluidas del monotributo?,razon
¿En qué casos deberá presentar un monotributista la declaración jurada del impuesto a las ganancias?,razon
"¿Qué contribuyentes monotributistas se encuentran exceptuados de cumplir sus obligaciones mediante la modalidades de pago por transferencia electrónica de fondos, debito y/ó pago electrónico?",razon
¿Quiénes se encuentran obligados a emitir comprobantes de forma manual?,razon
¿Qué sujetos se encuentran exceptuados de emitir comprobantes electrónicos?,razon
¿Cuáles son las operaciones excluidas de la obligación de emisión de comprobantes electrónicos?,razon
¿Cómo me doy de baja del Monotributo?,procedimiento
¿Cómo es el procedimiento para darme de baja del Monotributo?,procedimiento
¿Cómo debo hacer para eliminar mi Monotributo?,procedimiento
¿Cómo dejo de ser Monotributista?,procedimiento
¿Cómo hago para darme de baja?,procedimiento
¿Qué tengo que hacer para darme de baja?,procedimiento
¿Cuáles son los pasos para darme de baja en el monotributo?,procedimiento
Si me dieron de baja por falta de pago ¿Cómo me doy de alta nuevamente?,procedimiento
¿Qué debo realizar para adherirme al Monotributo?,procedimiento
"Quiero inscribirme en el Monotributo, cumplo con todos los requisitos ¿Cómo debo hacer?",procedimiento
¿Cuál es el trámite para inscribirme en el Monotributo?,procedimiento
¿Cuál es el paso a paso para adherirme al Monotributo?,procedimiento
¿Por dónde debo comenzar para ser Monotributista?,procedimiento
¿Qué pasos debo seguir para adherirme al Monotributo?,procedimiento
¿Cómo me inscribo al monotributo?,procedimiento
¿Qué debo hacer para ser monotributista?,procedimiento
¿Cómo puedo inscribirme de manera online al monotributo?,procedimiento
¿Qué debo hacer para realizar la inscripción al monotributo?,procedimiento
¿Cómo debe hacer un condómino para inscribirse en el Monotributo?,procedimiento
¿Qué trámite debe realizar un condómino para ser Monotributista?,procedimiento
¿Cómo es la inscripción en el Monotributo en el caso de un condómino?,procedimiento
¿Qué debe hacer un condómino para adherirse al monotributo?,procedimiento
¿Cómo es posible que un condómino se inscriba en el monotributo?,procedimiento
¿Cómo un condómino puede ser monotributista?,procedimiento
¿Qué pasos se deben seguir para adherir un condómino al monotributo?,procedimiento
¿Qué requisitos se necesitan seguir para hacer que un condómino sea monotributista?,procedimiento
¿Cómo tengo que hacer para inscribir mi actividad?,procedimiento
¿Qué pasos debo seguir para declarar mi actividad económica?,procedimiento
¿Desde qué servicio de AFIP ingreso mi actividad económica?,procedimiento
¿Qué debo hacer para declarar mis actividades económicas?,procedimiento
¿Qué necesito para inscribir mi actividad económica?,procedimiento
¿A dónde debo ir para declarar una actividad económica?,procedimiento
¿Cómo debo hacer si quiero declarar una actividad?,procedimiento
"¿Para inscribir una actividad económica, por dónde debo ingresar?",procedimiento
¿Cómo obtengo la credencial de pago?,procedimiento
¿Qué necesito para ver mi credencial de pago?,procedimiento
"Si quiero imprimir credencial de pago, ¿qué debo hacer?",procedimiento
¿Cómo puedo ver mi credencial de pago?,procedimiento
¿Qué necesito descargar para la credencial de pago?,procedimiento
¿Cómo es el trámite para pasar de Responsable Inscripto a Monotributista?,procedimiento
¿Qué pasos debo seguir para cambiar de Régimen General a Régimen Simplificado?,procedimiento
Si soy Responsable Inscripto y deseo cambiarme al Monotributo ¿Cómo tengo que hacer?,procedimiento
¿Qué debo hacer si quiero pasarme a monotributista siendo responsable inscripto?,procedimiento
¿Cuáles son los pasos para hacer un traspaso de responsable inscripto a monotributista?,procedimiento
¿Cómo debo dar de baja al impuesto a las ganancias si me transfiero de responsable inscripto a monotributista?,procedimiento
¿Cuáles son los requisitos a tramitar para cambiar de responsable inscripto a monotributista?,procedimiento
"¿Qué debo hacer si quiero cambiar de régimen, de general a simplificado?",procedimiento
¿Cómo es el trámite para dar de baja una persona de la Obra Social?,procedimiento
¿Qué tengo que hacer para dar de baja a un integrante de la Obra Social?,procedimiento
¿Cómo sacar a una persona de la obra social?,procedimiento
"Si quiero dar de baja a una persona de mi obra social, ¿cómo puedo hacerlo?",procedimiento
¿Qué debo hacer si quiero sacar a alguien de mi grupo familiar de la obra social?,procedimiento
"Para sacar alguien de la obra social, ¿qué debo hacer?",procedimiento
¿Qué debo hacer si cambio mi actividad?,procedimiento
¿Cómo informo un cambio de actividad?,procedimiento
¿Qué trámite debo hacer para cambiar de actividad?,procedimiento
"Si quiero cambiar de actividad, ¿cómo lo informo?",procedimiento
"Para cambiar de actividad, ¿qué necesito hacer?",procedimiento
¿Cómo hago si quiero informar un cambio de actividad?,procedimiento
¿Cómo informo un inicio de relación de dependencia en el Monotributo?,procedimiento
"Si ahora soy un empleado en relación de dependencia, ¿cómo lo informo en mi monotributo?",procedimiento
¿Cómo cambio mi monotributo si ahora soy empleado en relación de dependencia?,procedimiento
¿Cómo es el trámite para informar que me jubilé?,procedimiento
¿Qué trámite debo hacer en mi monotributo si me he jubilado pero continúo en actividad?,procedimiento
¿Cómo informo sobre mi jubilación en mi monotributo?,procedimiento
Para continuar con la actividad y el monotributo habiéndome jubilado ¿cómo puedo hacerlo?,procedimiento
¿Cómo una persona debe modificar los datos de monotributo si ahora es jubilado?,procedimiento
¿Qué tengo que hacer si realizo aportes en una caja previsional de la provincia?,procedimiento
¿Cómo es el trámite para informar mis aportes a una caja previsioanl provincial?,procedimiento
¿Qué trámites tengo que hacer para informar a mi monotributo los aportes en una caja previsional provincial?,procedimiento
"Si estoy obligado a aportar en una caja previsional de la provincia, ¿cómo informo mi situación al monotributo?",procedimiento
¿Cómo modifico los datos del monotributo para indicar los aportes en una caja previsional provincial?,procedimiento
¿Qué trámite debo hacer si cambio mi obra social?,procedimiento
¿Qué documentación necesito para hacer el cambio de obra social?,procedimiento
¿Qué debo hacer para tramitar un cambio de obra social?,procedimiento
¿Qué tengo hacer si quiero cambiar de obra social?,procedimiento
¿Cómo puedo hacer para cambiar de obra social?,procedimiento
¿Cómo debe proceder un monotributista si desea cambiar de obra social?,procedimiento
¿Cómo es el trámite para añadir un adherente a la obra social?,procedimiento
¿Cómo puedo agregar a una persona a la obra social?,procedimiento
¿Qué debo hacer si quiero agregar a alguien a la obra social?,procedimiento
"Si quiero ingresar un integrante de mi familia a la obra social, ¿qué debo hacer?",procedimiento
¿Cómo puedo incorporar gente a mi obra social?,procedimiento
¿Cuáles son los requisitos para ingresar una persona a la obra social?,procedimiento
¿Cómo informo un cambio de domicilio?,procedimiento
¿El cambio de domicilio se realiza online?,procedimiento
¿De qué manera se modifica el domicilio ?,procedimiento
¿Cómo se puede cambiar el domicilio ?,procedimiento
¿Cómo se procede para cambiar la dirección?,procedimiento
¿Cómo se modifica la dirección?,procedimiento
¿De qué forma se modifica el domicilio ?,procedimiento
¿Qué pasa si transcurrieron 30 días desde que infromé el cambio de domicilio y aún no recibí el código de confirmación?,procedimiento
"¿Cómo seguir si pasados los 30 días de haber realizado el cambio del domicilio mediante el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
"¿Qué se debe hacer si pasados los 30 días de haber realizado el cambio del domicilio mediante el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
"Para el caso de una persona que realizó el cambio del domicilio mediante el servicio ""Sistema Registral"" y luego de 30 días, ¿Cómo se debe proceder si  no se recibe el código? ",procedimiento
"Si una persona llevó a cabo el cambio del domicilio mediante el servicio ""Sistema Registral"" y después de 30 días, ¿Qué se debe hacer si  no se recibe el código de confirmación?",procedimiento
"¿Cómo reclamar si pasados los 30 días de haber efectuado el cambio del domicilio a través el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
¿Cuáles son los pasos para recategorizarme? ,procedimiento
¿Cómo me recategorizo?,procedimiento
¿Cómo es el trámite de recategorización?,procedimiento
¿De qué manera se realiza la recategorización?,procedimiento
¿De qué forma se realiza la recategorización?,procedimiento
¿Cuáles son los pasos  para realizar la recategorización?,procedimiento
¿De qué manera se lleva a cabo la recategorización?,procedimiento
¿De qué forma se lleva a cabo la recategorización?,procedimiento
¿Qué pasa si me recategorizo de manera incorrecta?,procedimiento
¿Cuáles son las consecuencia de una recategorización errónea?,procedimiento
"Para el caso de recategorización inexacta, ¿Cuáles son las sanciones y  los pasos a seguir?",procedimiento
¿Qué tipo de sanción y el procedimiento a realizar en caso que la recategorización efectuada sea inexacta?,procedimiento
¿Qué penalidad y cómo se continuará  para el caso de una recategorización inexacta?,procedimiento
¿Qué sanción se aplicará y los pasos a seguir luego de una recategorización inexacta?,procedimiento
¿Cuál es la pena y el trámite a seguir  para el caso que la  recategorización realizada sea inregular?,procedimiento
¿Qué puedo hacer si no estoy de acuerdo con la recategorización de oficio?,procedimiento
¿Cuál es el trámite para expresar mi disconformidad con la recategorización de oficio?,procedimiento
¿Cuál es el trámite a seguir para el caso de disconformidad con la recategorización de oficio?,procedimiento
"Para el caso de disconformidad con la recategorización de oficio, ¿Cuáles son los procedimientos a seguir?",procedimiento
¿Qué trámite se debe efectuar para el caso  de disconformidad con la recategorización de oficio?,procedimiento
¿Cuál es el procedimiento a seguir  en caso de no estar conforme con la recategorización de oficio?,procedimiento
¿Cómo se tramita el rechazo de la recategorización de oficio?,procedimiento
¿De qué se trata una recategorización por fiscalización presencial?,procedimiento
¿Qué se tiene en cuenta para una recategorización por fiscalización presencial?,procedimiento
¿Cómo es el trámite en una recategorización por fiscalización presencial?,procedimiento
"En caso de una recategorización por fiscalización presencial, ¿Qué se deberá considerar?",procedimiento
¿Qué se deberá tener en cuenta ante una recategorización por fiscalización presencial?,procedimiento
¿Qué requisitos se tienen en cuenta para la recategorización por fiscalización presencial?,procedimiento
¿Qué consideraciones se realizan ante una recategorización por fiscalización presencial?,procedimiento
¿Cuáles son contemplaciones en caso de una recategorización por fiscalización presencial?,procedimiento
¿Cuáles son los pasos a seguir  para poder inscribirse en el Régimen de Monotributo?,procedimiento
¿Qié pasos se deben seguir  para poder inscribirse en el Régimen de Monotributo?,procedimiento
¿Cómo me debo inscribir en el monotributo como condómino?,procedimiento
¿Cómo me inscribo siendo condómino?,procedimiento
"Yo figuro como condómino, ¿Cómo me adhiero al monotributo?",procedimiento
¿Cuál es el trámite para darme de alta en el Monotributo siendo condómino?,procedimiento
¿Cuáles son los pasos para adherirme al Monotributo como condómino?,procedimiento
¿Cómo tengo que hacer si se venció mi monotributo y no lo pagué?,procedimiento
¿Cómo pago la diferencia que tengo en el monotributo?,procedimiento
¿Cómo pago vencido el mes de monotributo?,procedimiento
¿Cómo se pagan los intereses por el mes vencido?,procedimiento
¿Cómo tengo que pagar los intereses porque pagué fuera de término el monotributo?,procedimiento
"Tengo que pagar los intereses de la cuota del monotributo vencido, ¿Cómo lo hago?",procedimiento
¿De dónde saco el valor de los intereses por pago fuera de término?,procedimiento
¿Cómo obtengo los intereses por pago luego del vencimiento?,procedimiento
¿Cómo me adhiero al débito automático de mi cuenta bancaria?,procedimiento
¿Cómo puedo hacer para pagar el monotributo con débito automático?,procedimiento
¿Cómo gestiono el débito automático para el pago del monotributo?,procedimiento
¿Cómo es el trámite para adherirme al débito automático?,procedimiento
¿Cómo pago el monotributo con la tarjeta de crédito?,procedimiento
¿Cómo hago el trámite para adherirme al débito con tarjeta de crédito?,procedimiento
¿Cómo me adhiero al débito automático de mi tarjeta de crédito?,procedimiento
¿Cómo puedo pagar mensualmente con mi tarjeta de crédito?,procedimiento
Si estoy adherido al Régimen de Inclusión Social y Promoción del Trabajo Independiente ¿Cómo puedo pagar anualmente?,procedimiento
Si estoy adherido al Régimen de Inclusión Social y Promoción del Trabajo Independiente ¿Cómo es el pago anual que tengo que hacer?,procedimiento
¿Cómo hacen el pago anual los adheridos al régimen de inclusión social y promoción del trabajo independiente?,procedimiento
¿De qué forma deben realizar el pago anual las personas del Régimen de Inclusión Social y Promoción del Trabajo Independiente?,procedimiento
¿Cómo tienen que hacer el pago del año los adheridos al régimen de inclusión social?,procedimiento
"Las personas que están en el Régimen de Inclusión social y promoción del trabajo, ¿cómo deben realizar el pago anual?",procedimiento
"Los que se inscribieron en el Régimen de Inclusión social y promoción del trabajo, ¿cómo deben realizar el pago anual?",procedimiento
¿Cómo imprimo la credencial de pago?,procedimiento
¿Cómo puedo volver a imprimir la credencial de pago?,procedimiento
¿Cómo hago para re imprimir la credencial de pago?,procedimiento
"Tengo que re-imprimir la credencial de pago, ¿cómo hago?",procedimiento
"Necesito la credencial de pago, ¿Cómo la obtengo?",procedimiento
¿Cómo reimprimo la credencial de pago?,procedimiento
¿Cómo es el paso a paso para considerar el saldo de pagos imputados erróneamente?,procedimiento
¿Cómo se tramita la baja del Monotributo?,procedimiento
Pasos para adherirse mediante el portal de Monotributo.,procedimiento
¿Cuáles son los pasos para inscribir a los condóminos como Monotributistas?,procedimiento
¿Cómo se declara la actividad económica?,procedimiento
¿Cómo se reimprime la credencial de pago?,procedimiento
"¿Cómo se informa el cambio de condición de ""Responsable Inscripto"" a ""Monotributista"" (persona humana)?",procedimiento
¿Cómo se realiza la baja de un integrante de la Obra Social?,procedimiento
¿Cómo se realiza el cambio de actividad?,procedimiento
¿Cómo se modifica la situación frente al Monotributo en caso de haber comenzado a trabajar en relación de dependencia?,procedimiento
¿Cómo se modifica la situación frente al Monotributo en caso de haberse jubilado y continuar con la actividad?,procedimiento
¿Cómo se modifica la situación frente al Monotributo en caso de realizar aportes obligatorios a una caja previsional provincial?,procedimiento
¿Cómo se realiza el cambio de obra social?,procedimiento
¿Cómo se agrega a un adherente a la obra social?,procedimiento
¿Cómo se realiza el cambio de domicilio?,procedimiento
"¿Cómo se debe proceder si pasados los 30 días de haber realizado el cambio del domicilio mediante el servicio ""Sistema Registral"", no se recibe el código de confirmación?",procedimiento
¿Cómo se realiza la recategorización?,procedimiento
¿Cuál es la sanción y el procedimiento a seguir en caso que la recategorización efectuada sea inexacta?,procedimiento
¿Cómo proceder en caso de disconformidad con la recategorización de oficio?,procedimiento
¿Qué se deberá considerar ante una recategorización por fiscalización presencial?,procedimiento
¿Cuáles son los pasos para inscribir a los condóminos como Monotributistas?,procedimiento
¿Cómo se deben ingresar los pagos de diferencias de monotributo?,procedimiento
¿Cómo se deberá proceder para abonar los intereses generados por el pago fuera de término de la obligación mensual?,procedimiento
¿Cómo se adhiere el pago del Monotributo al débito automático en la cuenta bancaria?,procedimiento
¿Cómo se adhiere el pago del Monotributo al débito automático en la tarjeta de crédito?,procedimiento
¿Cómo deben realizar el pago anual los sujetos adheridos al Régimen de Inclusión Social y Promoción del Trabajo Independiente?,procedimiento
¿Cómo se reimprime la credencial de pago?,procedimiento
¿Qué sucede si me doy de baja y luego retomo mi actividad?,manera
¿Cuándo te dan de baja automáticamente del monotributo?,manera
¿Qué categoría de Monotributo me corresponde al inscribirme?,manera
¿En qué categoría me debo inscribir cuando inicio una actividad?,manera
¿Cómo puedo saber qué categoría me corresponde cuando me inscribo en el Monotributo?,manera
¿A qué categoría debería inscribirme cuando me dé de alta al monotributo?,manera
¿Cómo sé a qué categoría de monotributo corresponde mi actividad?,manera
"Cuando me inscriba al monotributo, ¿en base a qué elijo la categoría?",manera
Al iniciar una actividad ¿qué tengo que tener en cuenta para determinar la categoría?,manera
¿Cómo me doy cuenta de cuáles son mis ingresos brutos?,manera
¿Qué ingresos tengo que tener en cuenta si realizo más de una actividad?,manera
¿Cómo es la categorización cuando estoy inscripto en más de una actividad?,manera
Si estoy inscripto en varias actividades ¿La categorización es una sola o por actividad?,manera
Para categorizarme ¿Se considera solo la actividad principal o todas las actividades que realizo?,manera
Si realizo varias actividades ¿cómo me categorizo?,manera
"En caso de realizar más de una actividad, ¿en base a cuál determino la categorización?",manera
¿Qué ingresos tengo que tener en cuenta si además de mi actividad soy empleado?,manera
¿Cuáles son los ingresos que debo considerar si soy empleado en relación de dependencia?,manera
"Si a su vez soy empleado, ¿qué ingresos debo declarar para categorizarme en el monotributo?",manera
¿Cuáles ingresos brutos debo computar si también estoy en relación de dependencia?,manera
"En caso de también ser empleado, ¿qué ingresos debo considerar para determinar mi categoría?",manera
En caso de estar en relación de dependencia e inscribirse al monotributo ¿qué ingresos brutos tengo en cuenta?,manera
¿Cómo determino mi actividad principal?,manera
¿Cómo sé cuál es mi actividad principal?,manera
¿En qué me baso para saber cuál es mi actividad principal?,manera
¿Cómo se consideran los parámetros físicos si mi actividad la realizo en el mismo lugar que vivo?,manera
¿Cómo se calculan los valores de los parámetros si trabajo en mi casa?,manera
¿Cómo son los parámetros a tener en cuenta si trabajo en el mismo lugar en que vivo?,manera
"Si trabajo en mi casa, ¿cómo computo los parámetros de luz y superficie?",manera
En caso de que trabaje en mi casa ¿de qué forma calculo los gastos de espacio físico y luz para la categorización?,manera
Si trabajo desde mi hogar ¿cómo calculo la superficie y el consumo de la luz para la categorización?,manera
¿Cómo determino los parámetros físicos si no tengo local?,manera
"No tengo local, ¿Qué parámetros tengo que tener en cuenta?",manera
En caso de no tener un espacio físico ¿Cómo considero este parámetro?,manera
"Si voy a domicilio, ¿qué pasa con los parámetros físicos?",manera
Si presto servicios a domicilio ¿qué debo considerar para categorizarme?,manera
¿Qué pasa con los parámetros físicos si trabajo a domicilio?,manera
"Si mi actividad es primaria, ¿qué tengo que tener en cuenta para la categorización?",manera
¿Cómo se calculan los alquileres devengados?,manera
¿Qué debo tener en cuenta para determinar los alquileres devengados?,manera
"¿Qué debo hacer en caso de ser monotributista por una actividad y a su vez ejerzo la dirección, administración o conducción de una sociedad que no es monotributista?",manera
"¿Cómo son los aportes que debo pagar en caso de ser monotributista por una actividad y a su vez ejerzo la dirección, administración o conducción de una sociedad que no es monotributista?",manera
¿Cómo tengo que hacer si soy monotributista y a la vez administro una sociedad que no está adherida al régimen simplificado?,manera
¿Qué tendría que hacer si estoy también dirigiendo una sociedad que no está adherida al monotributo?,manera
¿Cómo debería hacer si aparte de mi actividad monotributista también ejerzo la dirección de una sociedad no comprendida en el regimen simplificado?,manera
"En el caso de ejercer también una administración de una sociedad no inscripta al régimen simplificado, ¿qué debo hacer?",manera
¿Cómo debo categorizarme si no fabrico bienes en serie?,manera
¿Los precios máximos rigen para quienes están inscriptos solamente en venta de bienes o para todos los Monotributistas?,manera
¿Qué puedo hacer con las cargas de familias cuando cambio de Responsable Inscripto a Monotributista?,manera
Al pasar de responsable inscripto a monotributista ¿qué sucede con las cargas familiares?,manera
Cuando paso a ser monotributista habiendo sido responsable inscripto ¿qué ocurre con las cargas de familia?,manera
¿Qué puedo hacer con el crédito fiscal cuando cambio de Responsable Inscripto a Monotributista?,manera
¿Cómo se reintegra el crédito fiscal por los bienes que tengo en existencia si paso de Responsable Inscripto a Monotributista?,manera
¿Qué pasa con el crédito fiscal si dejo de ser monotributista y paso a ser responsable inscripto?,manera
¿Qué ocurre con el crédito fiscal si siendo responsable inscripto paso a ser monotributista?,manera
Al pasar de responsable inscripto a monotributista ¿cómo sucede con el crédito fiscal?,manera
Si realizo actividades para las que debo pagar Impuesto a las Ganancias y para otras Monotributo ¿Qué pasa cuando adiciono otra actividad al Monotributo?,manera
¿Cómo influye la adición de una nueva actividad al Monotributo cuando a su vez pago anticipo por Ganancias por otra actividad?,manera
"Si agrego otra actividad al monotributo, ¿cómo se fijan los anticipos desarrollando otra actividad por las que pago impuesto a las ganancias?",manera
¿De qué manera interviene sumar una actividad en el monotributo al pago de anticipos del impuesto a las ganancias de otra actividad?,manera
"Si agrego una actividad nueva al monotributo, ¿De qué forma se verán modificados los anticipos por ganancias que pago por otra actividad?",manera
¿Qué sucede si agrego una actividad al monotributo con respecto al impuesto a las ganancias que pago por otras actividades. Influye además si pago aniticipo por ganancias?,manera
¿Cómo determino los anticipos del impuesto a las ganancias pagados por cierta actividad cuando adiciono otra actividad al monotributo?,manera
¿Para obtener el cuit es necesario que vaya yo o puede enviar a alguien?,manera
Para solicitar el CUIT ¿Debo tener en cuenta el domicilio real o fiscal?,manera
¿Qué debo realizar para solicitar el CUIT en forma presencial?,manera
"Para ir a tramitar mi CUIT, ¿qué debo llevar?",manera
¿Qué necesito presentar para obtener mi CUIT?,manera
¿Que cosas son necesarias presentar a la hora de tramitar in CUIT?,manera
¿Qué documentación debo presentar si soy extranjero y no tengo DNI?,manera
¿Qué debería presentar para inscribirme en el monotributo si no poseo DNI?,manera
"Soy extranjero, llevo viviendo mucho tiempo acá pero no tengo DNI, ¿cómo debo proceder para inscribirme en el monotributo?",manera
¿Qué necesito para tramitar el monotributo siendo extranjero sin DNI?,manera
¿Qué sucede con mi domicilio fiscal si no tengo un local fijo donde poner mi comercio?,manera
¿Cómo puedo demostrar que mi domicilio fiscal es diferente al de mi DNI?,manera
¿Qué documentación puedo presentar para demostrar mi domicilio fiscal?,manera
Si mi domicilio fiscal no es el que figura en el DNI ¿Qué debo hacer?,manera
¿Que necesito presentar para dar constancia de mi domicilio fiscal?,manera
"Si mi domicilio fiscal no es el lugar donde vivo, ¿qué tramites debo hacer para acreditarlo?",manera
¿Cómo debo proceder cuando el domicilio fiscal que declaro no es el que tengo en el DNI?,manera
¿Qué documentación deben presentar los condóminos para inscribirse?,manera
¿Cuáles son los requisitos para que un condómino sea monotributista?,manera
¿Cuál es el tratamiento especial para los condominios?,manera
¿Qué opciones tengo para elegir en cuanto al aporte jubilatorio?,manera
¿Cuáles son las posibilidades de aportes jubilatorios que tienen los monotributistas?,manera
¿Cuáles son las opciones que tengo para el aporte de jubilación?,manera
"Cómo monotributista, ¿que opciones tengo para los aportes de jubilación?",manera
¿Qué opciones tengo en cuanto a los aportes jubilatorios?,manera
¿Qué opción para aporte jubilatorio debo ingresar?,manera
¿Cuál opción me corresponde seleccionar para aportes de jubilación?,manera
